,Title,Date,Fragments,Lab/Ops,Principles
204,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,is the red spirit of mercury for expelling the universal disease,1,
205,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,it rather acts upon the sulphur then the mercurial liquor in,1,
206,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,the eating too much common salt is the cause of many,,
207,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,obstructions of the hypocondria the salt of it is sweeter than,,
208,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,to be the spirit of salt  and vitriol to separate,1,
209,,,,,
210,"Medicinal experiments, or, A collection of choice and safe remedies for the most part simple and easily prepared, useful in families, and very serviceable to country people / by R. Boyle ; to which is annexed a catalogue of his theological and philosophical books and tracts.",1693-01-01,with a sufficient quantity of unsalted lard make it into an,1,%
211,"Medicinal experiments, or, A collection of choice and safe remedies for the most part simple and easily prepared, useful in families, and very serviceable to country people / by R. Boyle ; to which is annexed a catalogue of his theological and philosophical books and tracts.",1693-01-01,excellent remedy against fluxes take unsalted butter boyl it gently till,1,
212,"Medicinal experiments, or, A collection of choice and safe remedies for the most part simple and easily prepared, useful in families, and very serviceable to country people / by R. Boyle ; to which is annexed a catalogue of his theological and philosophical books and tracts.",1693-01-01,half a dram pouder the salts finely and incorporate them very,1,
213,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,will find at last the salts resolved into a liquor in,1,
214,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,bottom adding j of new sulphur vive then sublime in the,1,
215,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,upon it the spirit of sulphur you distilled off and distill,1,
216,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,salt take ounce xiv of salt and vij of spirit and,1,
217,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,put but lbss of this salt into each retort deflegm it,1,
218,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,is perfectly fundant another fusible salt dissolve salt in rain water,1,
219,Chymical secrets and rare experiments in physick & philosophy with figures collected and experimented / by the Honourable and learned Sir Kenelm Digby ...,1683-01-01,a white spirit of sulphur to dissolve and given me,1,
220,Observations on the mineral waters of France made in the Royal Academy of the Sciences / by the Sieur Du Clos.,1684-01-01,by the mixture of the salt of the water of le,1,
221,Observations on the mineral waters of France made in the Royal Academy of the Sciences / by the Sieur Du Clos.,1684-01-01,sulphurous salt mixt with common salt this sulphurous salt was so,1,
222,Observations on the mineral waters of France made in the Royal Academy of the Sciences / by the Sieur Du Clos.,1684-01-01,remain d of earth and salt after distillation was found like,1,
223,Observations on the mineral waters of France made in the Royal Academy of the Sciences / by the Sieur Du Clos.,1684-01-01,first this acidity whereon the sulphurous salts may act the contrary,1,
224,Observations on the mineral waters of France made in the Royal Academy of the Sciences / by the Sieur Du Clos.,1684-01-01,leafy earth without any manifest salt of the water of the,1,
225,Observations on the mineral waters of France made in the Royal Academy of the Sciences / by the Sieur Du Clos.,1684-01-01,the water of pougues this salt being melted in a crucible,1,
226,"A letter in answer to certain quæries and objections made by a learned Galenist against the theorie and practice of chymical physick wherein the right method of curing of diseases is demonstrated, the possibility of universal medicine evinced, and chymical physick vindicated / by George Acton ...",1670-01-01,mercury antimony c and corrosive salts as vitrial nitre tarter bay,1,
